,Item,Price,url
676,M-LF-0400202- Leather Peshawari,"Rs.3,199.00",https://www.servis.pk/collections/men
677,M-LF-0400199- Leather Peshawari,"Rs.4,999.00",https://www.servis.pk/collections/men
678,M-LF-0300179-Men Trendy Chappal,"Rs.4,999.00",https://www.servis.pk/collections/men
679,M-LF-0300179-Men Trendy Chappal,"Rs.4,999.00",https://www.servis.pk/collections/men
680,M-KL-0450089-Men Trendy Sandal,"Rs.1,599.00",https://www.servis.pk/collections/men
681,M-KL-0450089-Men Trendy Sandal,"Rs.1,599.00",https://www.servis.pk/collections/men
682,M-KL-0350067-Men Comfortable Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
683,M-KL-0350067-Men Comfortable Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
684,M-KL-0300088-Men Trendy Chappal,"Rs.1,599.00",https://www.servis.pk/collections/men
685,M-KL-0300088-Men Trendy Chappal,"Rs.1,599.00",https://www.servis.pk/collections/men
686,M-KL-0350159-Men Trendy,"Rs.1,399.00",https://www.servis.pk/collections/men
687,M-KL-0350159-Men Trendy,"Rs.1,399.00",https://www.servis.pk/collections/men
688,M-KL-0450100- Men Casual Sandals,"Rs.3,199.00",https://www.servis.pk/collections/men
689,M-LF-0400156-Men Comfortable Sandals,"Rs.5,499.00",https://www.servis.pk/collections/men
690,M-LF-0400156-Men Comfortable Sandals,"Rs.5,499.00",https://www.servis.pk/collections/men
691,M-KL-0300168-Men Trendy Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
692,M-KL-0450101-Peshawari Sandal,"Rs.2,699.00",https://www.servis.pk/collections/men
693,M-KL-0300120-Men Trendy Chappal,"Rs.1,599.00",https://www.servis.pk/collections/men
694,M-KL-0300065-Men Trendy Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
695,M-KL-0450101-Peshawari Sandal,"Rs.2,699.00",https://www.servis.pk/collections/men
696,M-KL-0500013-Men Washable Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
697,M-KL-0500013-Men Washable Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
698,M-KL-0500013-Men Washable Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
699,M-KL-0300120-Men Trendy Chappal,"Rs.1,599.00",https://www.servis.pk/collections/men
700,M-KL-0400127- Men Sandal,"Rs.1,499.00",https://www.servis.pk/collections/men
701,M-KL-0400127,"Rs.1,499.00",https://www.servis.pk/collections/men
702,M-KL-0300065-Men Trendy Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
703,M-KL-0400067-Peshawari Sandal,"Rs.1,599.00",https://www.servis.pk/collections/men
704,M-KL-0400067-Peshawari Sandal,"Rs.1,599.00",https://www.servis.pk/collections/men
705,M-KL-0350131-Men Trendy Chappal,"Rs.1,399.00",https://www.servis.pk/collections/men
706,M-KL-0350131-Men Trendy Chappal,"Rs.1,399.00",https://www.servis.pk/collections/men
0,Stylish Sneakers For Men,"Rs.4,999.00",https://www.servis.pk/collections/cheetah
1,Men's Lace-up Sneakers,"Rs.4,699.00",https://www.servis.pk/collections/cheetah
2,Men's Lace-up Sneakers,"Rs.4,699.00",https://www.servis.pk/collections/cheetah
3,Men’s Classic Casual Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
4,Men's Lace-up Performance Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
5,Men's Lace-up Performance Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
6,Men's Comfy Classic Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
7,Men's Everyday Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
8,Men's Anti-Slip Sneakers,"Rs.2,999.00",https://www.servis.pk/collections/cheetah
9,Casual Sneakers For Men,"Rs.4,499.00",https://www.servis.pk/collections/cheetah
10,Casual Sneakers For Men,"Rs.4,499.00",https://www.servis.pk/collections/cheetah
11,Men's Anti-Slip Sneakers,"Rs.3,999.00",https://www.servis.pk/collections/cheetah
12,Men's Anti-Slip Sneakers,"Rs.3,999.00",https://www.servis.pk/collections/cheetah
13,Lace-up Sneakers for Men,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
14,Men's Everyday Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
15,Stylish Sneakers For Men,"Rs.4,999.00",https://www.servis.pk/collections/cheetah
16,Stylish Lightweight Sneakers for Men,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
17,M-CH-0100277-Cheetah,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
18,Men's Chunky Sneakers,"Rs.4,699.00",https://www.servis.pk/collections/cheetah
19,Men's Chunky Sneakers,"Rs.4,699.00",https://www.servis.pk/collections/cheetah
20,Men's Stylish Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
21,Men's Flyknit Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
22,Men's Everyday Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
23,Men's Everyday Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
24,Men's Comfort Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
25,Women's Classic Sneakers,"Rs.3,699.00",https://www.servis.pk/collections/cheetah
26,Men's Comfy Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
27,Kids Smart Sneakers,"Rs.3,799.00",https://www.servis.pk/collections/cheetah
28,Kids Classic Sneakers,"Rs.3,799.00",https://www.servis.pk/collections/cheetah
29,Sports Sneakers For Men,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
30,Sports Sneakers For Men,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
31,Men's Comfy Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
32,Men's Classic Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
33,Men's Classic Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
34,Men's Sporty Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
35,Men's Classic Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/cheetah
36,Men's Sporty Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
37,Men's Sporty Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/cheetah
38,Men's Lace-up Sneakers,"Rs.3,299.00",https://www.servis.pk/collections/cheetah
39,Men's Lace-up Sneakers,"Rs.3,299.00",https://www.servis.pk/collections/cheetah
40,Men's Trendy Slip on Sneakers,"Rs.3,199.00",https://www.servis.pk/collections/cheetah
41,Men's Trendy Slip on Sneakers,"Rs.3,199.00",https://www.servis.pk/collections/cheetah
42,Men's Trendy Slip on Sneakers,"Rs.3,199.00",https://www.servis.pk/collections/cheetah
43,Everyday sneakers for Men,"Rs.4,499.00",https://www.servis.pk/collections/cheetah
44,Men's Slip-on Sneakers,"Rs.2,799.00",https://www.servis.pk/collections/cheetah
45,Men's Slip-on Sneakers,"Rs.2,799.00",https://www.servis.pk/collections/cheetah
46,Youth Stylish Sneakers,"Rs.3,699.00",https://www.servis.pk/collections/cheetah
47,Boy's dailywear sneakers,"Rs.3,199.00",https://www.servis.pk/collections/cheetah
48,Boy's dailywear sneakers,"Rs.3,199.00",https://www.servis.pk/collections/cheetah
49,Women's Everyday Slip-ons,"Rs.2,999.00",https://www.servis.pk/collections/cheetah
50,Everyday sneakers for Men,"Rs.4,499.00",https://www.servis.pk/collections/cheetah
51,Men's Stylish Sneakers,"Rs.7,499.00",https://www.servis.pk/collections/cheetah
52,Men's All-day Sneakers,"Rs.7,499.00",https://www.servis.pk/collections/cheetah
53,Men's Trendy Slip on Sneakers,"Rs.3,199.00",https://www.servis.pk/collections/cheetah
54,Men's Smart Sporty Sneakers,"Rs.4,499.00",https://www.servis.pk/collections/cheetah
55,Men's All-day Sneakers,"Rs.7,499.00",https://www.servis.pk/collections/cheetah
